id,customer_id,date,credit_score
86923,15425,2025-02-23,Standard
28567,44728,2025-02-23,Standard
147391,4984,2025-02-23,Poor
98011,25060,2025-02-23,Good
131827,42895,2025-02-23,Standard
41419,1088,2025-02-23,Poor
144127,41870,2025-02-23,Standard
30127,30497,2025-02-23,Poor
102067,40299,2025-02-23,Standard
149743,20894,2025-02-23,Standard
18943,46712,2025-02-24,Standard
71119,23281,2025-02-24,Poor
107635,29980,2025-02-24,Good
57271,31943,2025-02-24,Standard
133723,4041,2025-02-24,Poor
134515,1916,2025-02-24,Good
131707,10789,2025-02-24,Standard
105295,9952,2025-02-24,Standard
86491,22053,2025-02-24,Poor
39115,26123,2025-02-24,Good
49279,22684,2025-02-24,Good
19003,40556,2025-02-24,Standard
116455,5680,2025-02-24,Standard
71791,38268,2025-02-24,Standard
124219,36653,2025-02-24,Standard
102643,36838,2025-02-24,Standard
8671,16823,2025-02-24,Poor
93091,37624,2025-02-24,Standard
117343,9245,2025-02-24,Poor
15871,1818,2025-02-24,Standard
39595,41685,2025-02-24,Standard
16315,17699,2025-02-24,Poor
121543,37398,2025-02-24,Good
103363,50702,2025-02-24,Good
135031,43080,2025-02-24,Standard
44587,44302,2025-02-24,Poor
34243,33829,2025-02-24,Good
76231,9882,2025-02-24,Poor
113191,40373,2025-02-24,Poor
107275,11468,2025-02-24,Standard
135619,11416,2025-02-24,Standard
103891,27057,2025-02-24,Good
71815,13732,2025-02-24,Poor
150631,28661,2025-02-24,Good
9379,1947,2025-02-24,Standard
12175,37877,2025-02-24,Standard
148975,1437,2025-02-24,Good
128887,10989,2025-02-24,Standard
104011,28289,2025-02-24,Poor
85519,2923,2025-02-24,Standard
123019,38937,2025-02-24,Standard
66787,45560,2025-02-24,Good
28135,27551,2025-02-24,Poor
35851,28650,2025-02-24,Good
144103,27731,2025-02-24,Standard
114763,19303,2025-02-24,Standard
144235,13876,2025-02-24,Standard
143647,13857,2025-02-24,Standard
124159,39320,2025-02-24,Standard
40831,14798,2025-02-24,Good
114487,14351,2025-02-24,Poor
39799,10735,2025-02-24,Standard
80467,43561,2025-02-24,Good
67147,22549,2025-02-24,Poor
153571,38345,2025-02-24,Poor
17995,4989,2025-02-24,Standard
137683,27934,2025-02-24,Poor
141535,49575,2025-02-24,Standard
70651,30895,2025-02-24,Standard
139819,5777,2025-02-24,Standard
106399,21718,2025-02-24,Good
103375,9284,2025-02-24,Poor
77323,19591,2025-02-24,Standard
42451,21077,2025-02-24,Poor
50167,17711,2025-02-24,Poor
125191,20081,2025-02-24,Standard
82051,31351,2025-02-24,Standard
151459,45503,2025-02-24,Standard
28111,2221,2025-02-24,Standard
154591,16851,2025-02-24,Good
38299,17417,2025-02-24,Poor
39847,2397,2025-02-24,Standard
135967,31984,2025-02-24,Poor
80335,4662,2025-02-24,Standard
121423,39505,2025-02-24,Standard
54019,17445,2025-02-24,Poor
16447,18364,2025-02-24,Good
97159,44309,2025-02-24,Poor
19099,43735,2025-02-24,Standard
132907,42426,2025-02-24,Poor
120667,5272,2025-02-25,Poor
83863,24996,2025-02-25,Standard
56383,5877,2025-02-25,Standard
28291,16534,2025-02-25,Poor
54643,29779,2025-02-25,Poor
76411,23275,2025-02-25,Poor
34291,20305,2025-02-25,Poor
68359,32337,2025-02-25,Standard
47539,13562,2025-02-25,Poor
110203,42157,2025-02-25,Standard
6439,41302,2025-02-25,Poor
24595,9423,2025-02-25,Standard
146047,33141,2025-02-25,Good
113851,43475,2025-02-25,Standard
15763,39060,2025-02-25,Standard
10471,1307,2025-02-25,Standard
135403,34741,2025-02-25,Standard
110863,6421,2025-02-25,Standard
40003,27648,2025-02-25,Standard
115411,37507,2025-02-25,Standard
29299,2111,2025-02-25,Standard
74623,33823,2025-02-25,Standard
104359,13050,2025-02-25,Standard
117607,5620,2025-02-25,Standard
63319,26041,2025-02-25,Good
137311,20237,2025-02-25,Standard
71047,12649,2025-02-25,Standard
32815,19209,2025-02-25,Standard
112879,47432,2025-02-25,Standard
152791,16316,2025-02-25,Standard
131407,33089,2025-02-25,Poor
83995,33092,2025-02-25,Good
48739,43244,2025-02-25,Standard
40879,8861,2025-02-25,Poor
45451,9363,2025-02-25,Standard
88315,48478,2025-02-25,Standard
120715,25598,2025-02-25,Poor
129871,18207,2025-02-25,Poor
111691,45764,2025-02-25,Poor
155359,16557,2025-02-25,Poor
38383,47609,2025-02-25,Standard
138715,34035,2025-02-25,Good
20587,6989,2025-02-25,Standard
52375,16501,2025-02-25,Standard
30535,45722,2025-02-25,Poor
112963,48471,2025-02-25,Standard
46243,4501,2025-02-25,Standard
85315,39897,2025-02-25,Good
46939,11971,2025-02-25,Standard
31459,14563,2025-02-25,Standard
70063,47244,2025-02-25,Good
37435,28190,2025-02-25,Poor
80527,14928,2025-02-25,Poor
30163,26595,2025-02-25,Poor
32563,13429,2025-02-25,Poor
22651,10638,2025-02-25,Standard
69067,8596,2025-02-25,Standard
38443,13280,2025-02-25,Standard
23407,32030,2025-02-25,Standard
39043,42506,2025-02-25,Poor
56071,6103,2025-02-25,Standard
145267,10688,2025-02-25,Poor
27499,16195,2025-02-25,Poor
23371,48249,2025-02-25,Poor
124099,23453,2025-02-25,Standard
31627,2498,2025-02-25,Standard
113203,26938,2025-02-25,Poor
88219,49167,2025-02-25,Poor
128959,22825,2025-02-25,Standard
68743,28612,2025-02-25,Standard
142603,18299,2025-02-25,Standard
112975,28219,2025-02-25,Standard
54775,1576,2025-02-25,Good
36595,39711,2025-02-25,Poor
133543,7854,2025-02-25,Standard
47911,29138,2025-02-25,Standard
104851,20766,2025-02-25,Standard
125539,29119,2025-02-25,Poor
112855,2770,2025-02-25,Standard
102019,50698,2025-02-25,Standard
26383,39633,2025-02-25,Standard
104611,18955,2025-02-25,Good
91459,42326,2025-02-25,Good
84451,26804,2025-02-25,Good
113563,41050,2025-02-26,Poor
113791,5273,2025-02-26,Standard
86035,18763,2025-02-26,Standard
91867,36278,2025-02-26,Poor
105583,48794,2025-02-26,Good
90355,32418,2025-02-26,Good
80155,9818,2025-02-26,Standard
48571,15956,2025-02-26,Good
99559,25403,2025-02-26,Good
26155,36989,2025-02-26,Standard
24259,16229,2025-02-26,Standard
39463,45405,2025-02-26,Standard
85963,3043,2025-02-26,Poor
74995,8077,2025-02-26,Standard
66211,8188,2025-02-26,Standard
84955,25539,2025-02-26,Standard
139207,32417,2025-02-26,Poor
88675,50970,2025-02-26,Standard
14995,44705,2025-02-26,Poor
24775,26743,2025-02-26,Standard
46351,49628,2025-02-26,Standard
118447,39452,2025-02-26,Standard
65515,43983,2025-02-26,Poor
155035,23917,2025-02-26,Standard
117883,29705,2025-02-26,Standard
117871,17618,2025-02-26,Standard
81895,47573,2025-02-26,Standard
47035,28601,2025-02-26,Poor
114547,10028,2025-02-26,Standard
32419,13676,2025-02-26,Poor
145999,45632,2025-02-26,Standard
100243,39868,2025-02-26,Poor
101755,45091,2025-02-26,Poor
33115,49655,2025-02-26,Standard
87187,37637,2025-02-26,Good
123439,49868,2025-02-26,Poor
37255,8010,2025-02-26,Poor
106351,30377,2025-02-26,Standard
11227,34865,2025-02-26,Standard
145519,42233,2025-02-26,Standard
65863,48223,2025-02-26,Standard
29743,4503,2025-02-26,Standard
27547,32976,2025-02-26,Standard
122635,33223,2025-02-26,Poor
73315,39157,2025-02-26,Poor
22699,14381,2025-02-26,Standard
120811,45592,2025-02-26,Poor
142267,9157,2025-02-26,Good
89335,27909,2025-02-26,Standard
85135,50891,2025-02-26,Standard
134107,36219,2025-02-26,Good
48691,17400,2025-02-26,Standard
112519,5654,2025-02-26,Poor
96931,18642,2025-02-26,Poor
92707,50771,2025-02-26,Good
153931,24523,2025-02-26,Standard
34915,16880,2025-02-26,Standard
148735,15840,2025-02-26,Good
98143,41020,2025-02-26,Good
103243,37166,2025-02-26,Standard
75799,2209,2025-02-26,Poor
69115,22587,2025-02-26,Good
44731,9153,2025-02-26,Good
64951,19182,2025-02-26,Standard
105235,21703,2025-02-26,Standard
19399,14498,2025-02-26,Standard
56731,29352,2025-02-26,Standard
104971,49834,2025-02-26,Standard
101791,38338,2025-02-26,Poor
34147,34301,2025-02-26,Standard
11875,37067,2025-02-26,Poor
41239,25287,2025-02-26,Standard
134995,36663,2025-02-26,Standard
41263,29088,2025-02-26,Standard
143827,1841,2025-02-26,Standard
124387,29617,2025-02-26,Poor
88099,12863,2025-02-26,Standard
74779,10773,2025-02-26,Standard
43795,36751,2025-02-26,Standard
95935,12371,2025-02-26,Standard
102127,25897,2025-02-26,Standard
92995,46690,2025-02-26,Standard
41023,4905,2025-02-26,Good
32395,34662,2025-02-26,Standard
131455,13449,2025-02-27,Standard
8971,3333,2025-02-27,Good
114223,32991,2025-02-27,Standard
49555,43474,2025-02-27,Standard
132055,9494,2025-02-27,Good
39751,26446,2025-02-27,Poor
99007,41268,2025-02-27,Standard
13495,15927,2025-02-27,Standard
13603,11031,2025-02-27,Good
119287,37203,2025-02-27,Standard
117199,20271,2025-02-27,Standard
123595,35723,2025-02-27,Poor
113755,44661,2025-02-27,Standard
100903,21120,2025-02-27,Standard
99991,13373,2025-02-27,Standard
103843,1681,2025-02-27,Poor
126403,42793,2025-02-27,Standard
111667,32457,2025-02-27,Standard
86299,41633,2025-02-27,Good
6523,27835,2025-02-27,Good
17287,12836,2025-02-27,Standard
11647,16440,2025-02-27,Good
96283,28550,2025-02-27,Standard
125215,25099,2025-02-27,Standard
155143,48527,2025-02-27,Standard
36319,14629,2025-02-27,Standard
28519,24777,2025-02-27,Standard
54583,10895,2025-02-27,Standard
31315,43386,2025-02-27,Poor
7507,12757,2025-02-27,Good
13255,43655,2025-02-27,Standard
38563,14461,2025-02-27,Standard
146923,6359,2025-02-27,Standard
136279,19973,2025-02-27,Standard
121411,26939,2025-02-27,Standard
73975,50602,2025-02-27,Good
122191,9668,2025-02-27,Standard
31975,7321,2025-02-27,Standard
141259,5706,2025-02-27,Good
103063,23875,2025-02-27,Good
34387,45686,2025-02-27,Standard
75427,12639,2025-02-27,Good
43903,35911,2025-02-27,Standard
115183,35628,2025-02-27,Poor
83203,18417,2025-02-27,Standard
125551,34413,2025-02-27,Standard
128851,8876,2025-02-27,Poor
84295,35210,2025-02-27,Standard
58963,20286,2025-02-27,Standard
132919,6394,2025-02-27,Good
59155,35360,2025-02-27,Good
124711,15318,2025-02-27,Standard
89647,30112,2025-02-27,Standard
34843,41669,2025-02-27,Poor
128359,22767,2025-02-27,Standard
131227,7375,2025-02-27,Poor
77983,1925,2025-02-27,Standard
48955,31736,2025-02-27,Standard
94771,16065,2025-02-27,Standard
59755,10503,2025-02-27,Standard
53707,1461,2025-02-27,Poor
22231,28248,2025-02-27,Standard
55315,45389,2025-02-27,Good
120559,18569,2025-02-27,Poor
19903,28260,2025-02-27,Standard
8455,30415,2025-02-27,Poor
81355,43814,2025-02-27,Good
52063,14859,2025-02-27,Standard
34231,11288,2025-02-27,Poor
13459,25015,2025-02-27,Poor
38947,29315,2025-02-27,Standard
137287,31825,2025-02-27,Good
107311,22645,2025-02-27,Standard
67591,41419,2025-02-27,Poor
58843,41452,2025-02-27,Good
41671,46068,2025-02-27,Standard
8311,29941,2025-02-27,Poor
23431,13836,2025-02-27,Standard
109735,10076,2025-02-27,Poor
143671,6445,2025-02-27,Poor
59551,3143,2025-02-27,Standard
122491,41983,2025-02-28,Standard
141127,40511,2025-02-28,Standard
148123,32296,2025-02-28,Standard
145819,3195,2025-02-28,Standard
75835,48214,2025-02-28,Good
8443,5202,2025-02-28,Standard
140455,31178,2025-02-28,Good
115063,36479,2025-02-28,Standard
79231,39106,2025-02-28,Standard
80659,50996,2025-02-28,Standard
65359,32314,2025-02-28,Good
59095,6370,2025-02-28,Poor
144991,32620,2025-02-28,Standard
139783,22706,2025-02-28,Good
137119,18589,2025-02-28,Good
77395,20638,2025-02-28,Poor
153451,44120,2025-02-28,Standard
11551,16844,2025-02-28,Standard
144787,21537,2025-02-28,Good
153091,46039,2025-02-28,Poor
90151,27516,2025-02-28,Poor
128119,38865,2025-02-28,Poor
78871,1722,2025-02-28,Standard
35743,43578,2025-02-28,Standard
51499,16360,2025-02-28,Poor
101011,43603,2025-02-28,Standard
105475,23119,2025-02-28,Poor
50083,12040,2025-02-28,Poor
55867,30834,2025-02-28,Poor
143935,44313,2025-02-28,Standard
79831,43707,2025-02-28,Poor
103267,37686,2025-02-28,Poor
67219,44249,2025-02-28,Poor
17383,43068,2025-02-28,Standard
154087,35921,2025-02-28,Standard
55675,40329,2025-02-28,Standard
127675,37112,2025-02-28,Good
18991,25614,2025-02-28,Standard
80443,11251,2025-02-28,Standard
133663,26070,2025-02-28,Standard
117979,8284,2025-02-28,Standard
54883,20534,2025-02-28,Standard
59431,8476,2025-02-28,Standard
133387,34488,2025-02-28,Poor
65707,29079,2025-02-28,Standard
16303,2312,2025-02-28,Poor
60811,44871,2025-02-28,Standard
38803,31853,2025-02-28,Poor
74791,40386,2025-02-28,Standard
116347,31086,2025-02-28,Standard
35251,41180,2025-02-28,Good
115855,18732,2025-02-28,Standard
153271,18634,2025-02-28,Good
31339,39857,2025-02-28,Good
133207,15511,2025-02-28,Standard
5743,47624,2025-02-28,Good
115867,40183,2025-02-28,Standard
105319,1115,2025-02-28,Poor
67015,20498,2025-02-28,Poor
71779,22866,2025-02-28,Poor
29323,31189,2025-02-28,Poor
133243,23536,2025-02-28,Standard
79159,43085,2025-02-28,Poor
132511,15060,2025-02-28,Standard
113335,5958,2025-02-28,Standard
78511,49770,2025-02-28,Standard
90919,44127,2025-02-28,Good
120031,43109,2025-02-28,Standard
150787,45471,2025-02-28,Standard
23803,32111,2025-02-28,Standard
24607,10628,2025-02-28,Standard
125779,14783,2025-02-28,Standard
43663,22185,2025-02-28,Standard
34879,23507,2025-02-28,Standard
101083,26326,2025-02-28,Good
105523,43541,2025-02-28,Standard
38347,18561,2025-02-28,Standard
72463,15326,2025-02-28,Good
50191,24116,2025-02-28,Standard
17275,46029,2025-02-28,Poor
128791,33356,2025-02-28,Standard
17263,46369,2025-02-28,Poor
16951,46525,2025-02-28,Poor
100639,38581,2025-02-28,Standard
52711,2890,2025-02-28,Standard
35731,22194,2025-02-28,Standard
29311,45442,2025-02-29,Standard
149455,28863,2025-02-29,Standard
7039,24087,2025-02-29,Poor
144811,15846,2025-02-29,Standard
117103,24186,2025-02-29,Poor
126547,12382,2025-02-29,Good
94495,8972,2025-02-29,Poor
34543,11349,2025-02-29,Standard
36031,33691,2025-02-29,Standard
16867,5681,2025-02-29,Standard
110647,29080,2025-02-29,Good
112123,47826,2025-02-29,Standard
35023,25044,2025-02-29,Standard
146359,5095,2025-02-29,Poor
124663,22125,2025-02-29,Poor
29683,45037,2025-02-29,Good
114883,2331,2025-02-29,Standard
112423,10911,2025-02-29,Poor
140671,24150,2025-02-29,Good
109339,45083,2025-02-29,Standard
143443,14556,2025-02-29,Standard
48667,39107,2025-02-29,Poor
43339,27858,2025-02-29,Standard
140275,20035,2025-02-29,Poor
132931,40049,2025-02-29,Standard
46543,35067,2025-02-29,Standard
67951,26830,2025-02-29,Good
65047,42728,2025-02-29,Standard
151999,17316,2025-02-29,Standard
50275,29240,2025-02-29,Poor
72283,14905,2025-02-29,Good
56167,18059,2025-02-29,Standard
13831,30636,2025-02-29,Poor
98683,30460,2025-02-29,Standard
26815,25635,2025-02-29,Standard
55879,33815,2025-02-29,Poor
65455,18745,2025-02-29,Poor
71647,30046,2025-02-29,Standard
91591,35633,2025-02-29,Standard
65755,23771,2025-02-29,Poor
62911,49460,2025-02-29,Standard
119431,31252,2025-02-29,Standard
58135,24231,2025-02-29,Poor
139951,48726,2025-02-29,Standard
40279,38150,2025-02-29,Standard
14935,38425,2025-02-29,Standard
93283,28188,2025-02-29,Good
43735,42510,2025-02-29,Good
154267,18082,2025-02-29,Standard
83743,15454,2025-02-29,Standard
153691,33256,2025-02-29,Standard
102211,31250,2025-02-29,Standard
8779,36015,2025-02-29,Standard
7387,12965,2025-02-29,Standard
60199,12291,2025-02-29,Standard
25627,25666,2025-02-29,Standard
33871,40327,2025-02-29,Poor
131047,14036,2025-02-29,Standard
154471,48184,2025-02-29,Good
110239,34187,2025-02-29,Standard
114091,17456,2025-02-29,Poor
152047,21895,2025-02-29,Poor
6271,40166,2025-02-29,Good
97519,46687,2025-02-29,Poor
22267,48740,2025-02-29,Standard
146035,32899,2025-02-29,Standard
116863,11348,2025-02-29,Standard
101911,36980,2025-02-29,Good
81103,9943,2025-02-29,Good
113863,8983,2025-02-29,Standard
136471,37454,2025-02-29,Standard
130075,17318,2025-02-29,Good
94483,34911,2025-02-29,Poor
70363,15495,2025-02-29,Good
108295,26608,2025-02-29,Poor
36763,12275,2025-02-29,Poor
115435,24517,2025-02-29,Standard
94291,26333,2025-02-29,Poor
138235,38971,2025-02-29,Standard
84199,18373,2025-02-29,Standard
68431,6414,2025-02-29,Good
81079,14960,2025-02-29,Standard
8119,33288,2025-02-29,Good
95167,8951,2025-02-29,Standard
15427,26792,2025-02-29,Poor
33787,4434,2025-02-29,Standard
17443,40358,2025-02-29,Standard
9727,38787,2025-02-29,Standard
128683,45517,2025-02-29,Standard
130099,34431,2025-02-29,Poor
40327,17315,2025-02-29,Poor
73231,18592,2025-02-29,Standard
121712,8602,2025-03-01,Poor
97136,10148,2025-03-01,Standard
33332,8778,2025-03-01,Good
76628,41997,2025-03-01,Standard
112088,19163,2025-03-01,Standard
124304,15928,2025-03-01,Standard
33248,29511,2025-03-01,Standard
67484,31497,2025-03-01,Standard
81824,6569,2025-03-01,Standard
65516,43983,2025-03-01,Poor
99632,7025,2025-03-01,Standard
89588,43789,2025-03-01,Standard
80432,39037,2025-03-01,Standard
134900,33987,2025-03-01,Poor
60596,28156,2025-03-01,Standard
123644,9803,2025-03-01,Standard
59492,41346,2025-03-01,Standard
61820,3473,2025-03-01,Standard
115040,41987,2025-03-01,Standard
7616,36469,2025-03-01,Poor
107540,12983,2025-03-01,Standard
37220,24387,2025-03-01,Standard
97664,22779,2025-03-01,Poor
46376,48108,2025-03-01,Standard
59852,30682,2025-03-01,Poor
25712,45249,2025-03-01,Standard
50132,37723,2025-03-01,Standard
24164,17660,2025-03-01,Standard
32828,40730,2025-03-01,Standard
56348,1611,2025-03-01,Standard
63368,4876,2025-03-01,Poor
150404,36429,2025-03-01,Standard
43868,7360,2025-03-01,Good
80384,11259,2025-03-01,Standard
138476,2698,2025-03-01,Poor
22472,39337,2025-03-01,Standard
105488,50701,2025-03-01,Poor
78188,34426,2025-03-01,Poor
11216,6131,2025-03-01,Standard
23252,11380,2025-03-01,Poor
122324,27529,2025-03-01,Poor
29552,18584,2025-03-01,Standard
22724,4550,2025-03-01,Good
133712,5149,2025-03-01,Standard
63524,29031,2025-03-01,Standard
34940,34772,2025-03-01,Standard
56480,29772,2025-03-01,Standard
96512,25087,2025-03-01,Standard
44432,46710,2025-03-01,Standard
36080,6873,2025-03-01,Poor
21680,35203,2025-03-01,Good
147608,1503,2025-03-01,Good
87080,49050,2025-03-01,Poor
25352,35963,2025-03-01,Poor
55160,25091,2025-03-01,Standard
46880,45386,2025-03-01,Poor
141392,46813,2025-03-01,Poor
45248,50414,2025-03-01,Standard
98672,25961,2025-03-01,Standard
101924,12523,2025-03-01,Standard
44288,2585,2025-03-01,Poor
129284,12433,2025-03-01,Standard
19076,15264,2025-03-01,Standard
39584,39560,2025-03-01,Poor
14132,31610,2025-03-01,Standard
77624,45285,2025-03-01,Good
111404,20440,2025-03-01,Poor
121532,24569,2025-03-01,Standard
119960,45107,2025-03-01,Standard
92048,32988,2025-03-01,Standard
16124,35170,2025-03-01,Standard
78992,29562,2025-03-01,Good
135692,30493,2025-03-01,Poor
61088,15829,2025-03-01,Standard
118784,39462,2025-03-01,Standard
59348,4578,2025-03-01,Good
113768,33474,2025-03-01,Standard
79652,47658,2025-03-01,Standard
12764,38253,2025-03-01,Standard
101684,44025,2025-03-01,Poor
14156,37457,2025-03-01,Poor
116456,5680,2025-03-02,Standard
87776,30273,2025-03-02,Poor
145436,2103,2025-03-02,Poor
118652,25738,2025-03-02,Poor
133652,26924,2025-03-02,Good
91628,32255,2025-03-02,Poor
88472,16574,2025-03-02,Standard
7388,12965,2025-03-02,Standard
132152,29521,2025-03-02,Standard
37280,10670,2025-03-02,Good
11504,22052,2025-03-02,Standard
35228,47864,2025-03-02,Standard
29696,14715,2025-03-02,Good
59264,10262,2025-03-02,Poor
46292,14345,2025-03-02,Good
97388,18916,2025-03-02,Good
126500,36610,2025-03-02,Standard
52844,10325,2025-03-02,Poor
126224,30626,2025-03-02,Standard
116360,19109,2025-03-02,Standard
88760,14060,2025-03-02,Poor
76148,12569,2025-03-02,Standard
78704,17293,2025-03-02,Standard
10904,21322,2025-03-02,Good
33176,26911,2025-03-02,Poor
63356,21165,2025-03-02,Poor
106796,3002,2025-03-02,Standard
90944,21795,2025-03-02,Standard
26408,11101,2025-03-02,Standard
146156,15098,2025-03-02,Poor
19520,41792,2025-03-02,Standard
124568,49454,2025-03-02,Standard
10148,16868,2025-03-02,Good
11360,17548,2025-03-02,Standard
147044,3268,2025-03-02,Standard
84140,15417,2025-03-02,Standard
29432,8189,2025-03-02,Good
32072,32755,2025-03-02,Standard
134024,49006,2025-03-02,Standard
54788,39138,2025-03-02,Standard
14744,10136,2025-03-02,Standard
141284,27822,2025-03-02,Standard
144788,21537,2025-03-02,Good
89444,19864,2025-03-02,Standard
60992,27346,2025-03-02,Standard
33116,49655,2025-03-02,Standard
155324,13131,2025-03-02,Standard
99236,12969,2025-03-02,Good
21788,29915,2025-03-02,Poor
98324,14203,2025-03-02,Good
115784,39404,2025-03-02,Standard
82772,11721,2025-03-02,Standard
75812,24347,2025-03-02,Standard
25676,5839,2025-03-02,Poor
35972,39556,2025-03-02,Standard
84872,49595,2025-03-02,Good
109844,18194,2025-03-02,Standard
47348,49925,2025-03-02,Poor
144224,1849,2025-03-02,Good
45236,38227,2025-03-02,Standard
52604,27039,2025-03-02,Poor
60032,13663,2025-03-02,Standard
135644,40919,2025-03-02,Poor
46076,12155,2025-03-02,Standard
86432,31231,2025-03-02,Standard
150596,35826,2025-03-02,Poor
69800,30721,2025-03-02,Standard
69872,44598,2025-03-02,Standard
98264,11843,2025-03-02,Standard
71048,12649,2025-03-02,Standard
98708,8816,2025-03-02,Poor
81392,8252,2025-03-02,Poor
106448,11890,2025-03-02,Poor
122864,23085,2025-03-02,Standard
93116,49667,2025-03-02,Standard
45908,40326,2025-03-02,Good
55544,2192,2025-03-02,Poor
25220,23014,2025-03-02,Standard
11828,45681,2025-03-02,Poor
39356,1011,2025-03-02,Standard
124400,40254,2025-03-02,Good
73736,20777,2025-03-02,Standard
42212,17019,2025-03-03,Standard
92660,49599,2025-03-03,Standard
131276,32576,2025-03-03,Good
54524,1893,2025-03-03,Standard
21812,33112,2025-03-03,Standard
37376,41978,2025-03-03,Standard
124844,40268,2025-03-03,Poor
144872,5266,2025-03-03,Poor
110132,23209,2025-03-03,Standard
144308,14154,2025-03-03,Standard
81200,31763,2025-03-03,Poor
141020,39755,2025-03-03,Standard
135620,11416,2025-03-03,Standard
69032,14933,2025-03-03,Standard
97832,29701,2025-03-03,Standard
98180,15866,2025-03-03,Good
123116,26799,2025-03-03,Standard
76832,37590,2025-03-03,Poor
45056,28709,2025-03-03,Poor
68900,50788,2025-03-03,Poor
11948,25214,2025-03-03,Standard
125888,39644,2025-03-03,Standard
60332,47044,2025-03-03,Poor
54236,37316,2025-03-03,Standard
91700,27927,2025-03-03,Standard
69272,38871,2025-03-03,Standard
18920,23143,2025-03-03,Standard
94628,22059,2025-03-03,Standard
39128,2188,2025-03-03,Standard
61496,34054,2025-03-03,Standard
76280,40910,2025-03-03,Standard
120560,18569,2025-03-03,Standard
91508,3706,2025-03-03,Poor
107012,43743,2025-03-03,Standard
46940,11971,2025-03-03,Standard
50936,44929,2025-03-03,Poor
39848,2397,2025-03-03,Standard
21656,43974,2025-03-03,Standard
134060,26564,2025-03-03,Standard
47204,6565,2025-03-03,Standard
15992,20655,2025-03-03,Standard
150332,36846,2025-03-03,Standard
70076,41090,2025-03-03,Standard
39596,41685,2025-03-03,Standard
15548,3750,2025-03-03,Good
123008,5727,2025-03-03,Standard
118928,6197,2025-03-03,Standard
67892,45827,2025-03-03,Poor
143996,21381,2025-03-03,Good
80888,26141,2025-03-03,Poor
18560,31463,2025-03-03,Poor
22712,42967,2025-03-03,Standard
107624,44581,2025-03-03,Standard
79592,34851,2025-03-03,Standard
44552,44523,2025-03-03,Poor
144896,41971,2025-03-03,Standard
64388,18530,2025-03-03,Standard
144680,9083,2025-03-03,Standard
116804,35708,2025-03-03,Standard
152804,22989,2025-03-03,Standard
115436,24517,2025-03-03,Standard
77228,37657,2025-03-03,Standard
147320,36829,2025-03-03,Standard
53396,36856,2025-03-03,Poor
140852,47379,2025-03-03,Poor
27548,32976,2025-03-03,Standard
39920,49882,2025-03-03,Good
42308,7063,2025-03-03,Standard
117416,36720,2025-03-03,Standard
132992,7281,2025-03-03,Poor
36800,6316,2025-03-03,Poor
102284,7657,2025-03-03,Standard
99548,31347,2025-03-03,Poor
65252,19127,2025-03-03,Standard
120836,1581,2025-03-03,Poor
145184,32745,2025-03-04,Poor
67592,41419,2025-03-04,Poor
106628,42716,2025-03-04,Poor
83852,22004,2025-03-04,Standard
54188,27104,2025-03-04,Poor
11888,18030,2025-03-04,Standard
70268,9996,2025-03-04,Standard
147512,8183,2025-03-04,Standard
106112,15554,2025-03-04,Good
122888,17592,2025-03-04,Standard
109400,28338,2025-03-04,Standard
10136,19518,2025-03-04,Good
30116,23635,2025-03-04,Poor
72584,42621,2025-03-04,Standard
42428,2227,2025-03-04,Standard
13976,38820,2025-03-04,Poor
116192,8300,2025-03-04,Good
123884,24663,2025-03-04,Standard
33920,39856,2025-03-04,Standard
44468,33284,2025-03-04,Standard
144800,32554,2025-03-04,Good
74876,28561,2025-03-04,Poor
41852,47283,2025-03-04,Poor
113120,33697,2025-03-04,Standard
18572,25763,2025-03-04,Standard
135164,21452,2025-03-04,Standard
82316,29873,2025-03-04,Poor
37100,32383,2025-03-04,Standard
99140,32087,2025-03-04,Good
139208,32417,2025-03-04,Poor
6968,35945,2025-03-04,Good
48620,33853,2025-03-04,Standard
125396,2384,2025-03-04,Standard
85592,47112,2025-03-04,Standard
129872,18207,2025-03-04,Poor
49376,17765,2025-03-04,Poor
123200,30360,2025-03-04,Standard
33548,14909,2025-03-04,Standard
86624,44590,2025-03-04,Standard
60704,29099,2025-03-04,Poor
71060,5696,2025-03-04,Standard
17228,33265,2025-03-04,Standard
120356,38414,2025-03-04,Poor
83924,12867,2025-03-04,Poor
48068,43606,2025-03-04,Poor
79724,47617,2025-03-04,Standard
98336,42960,2025-03-04,Good
133472,9401,2025-03-04,Poor
96836,44982,2025-03-04,Poor
132560,46612,2025-03-04,Standard
153956,48430,2025-03-04,Poor
24104,29588,2025-03-04,Poor
34640,49162,2025-03-04,Standard
56264,24910,2025-03-04,Poor
69476,47433,2025-03-04,Standard
124808,38915,2025-03-04,Poor
154352,20692,2025-03-04,Poor
44984,9433,2025-03-04,Standard
27836,44043,2025-03-04,Good
104588,5989,2025-03-04,Standard
103964,45156,2025-03-04,Good
79856,16925,2025-03-04,Poor
128420,48650,2025-03-04,Good
15704,4850,2025-03-04,Poor
8000,35403,2025-03-04,Standard
133448,48204,2025-03-04,Standard
107528,4604,2025-03-04,Good
120212,26475,2025-03-04,Standard
61604,11602,2025-03-04,Poor
22796,31182,2025-03-04,Standard
19928,5642,2025-03-04,Standard
84524,24405,2025-03-04,Standard
32648,38235,2025-03-04,Standard
68228,14006,2025-03-04,Poor
31664,35545,2025-03-04,Poor
